emp_no,first_name,last_name,title,from_date,salary
495192,Gadiel,Maliniak,Staff,1990-08-14,62394
260035,Radhakrishnan,Morrey,Senior Staff,1990-08-13,40000
430848,Xuejun,Shimshoni,Engineer,1990-08-13,57916
67046,Keiichiro,Thebaut,Staff,1990-08-13,40000
222048,Gen,Sidhu,Senior Engineer,1990-08-13,40000
483835,Yishay,Cools,Staff,1990-08-13,40000
402594,Rosalyn,Siprelle,Senior Staff,1990-08-13,40000
10432,Hisao,Tiemann,Staff,1990-08-13,40000
28755,Xiahua,Cmelik,Staff,1990-08-12,40000
28528,Sariel,Veccia,Staff,1990-08-12,42429
98212,Sham,Slutz,Engineer,1990-08-12,40000
77531,Padma,Czaja,Assistant Engineer,1990-08-11,40000
247678,Vugranam,Khalid,Senior Engineer,1990-08-11,45231
452265,Hisao,Nastansky,Engineer,1990-08-11,63494
278466,Armond,Boreale,Senior Staff,1990-08-11,40000
102815,Shunichi,Scallan,Staff,1990-08-11,60284
259405,Yurij,Brookner,Senior Engineer,1990-08-11,40000
443945,Shimshon,Meriste,Staff,1990-08-11,47693
81676,Sham,Wrigley,Staff,1990-08-11,49226
62383,Khatoun,Rodier,Technique Leader,1990-08-11,56311
234016,Katsuo,Sewelson,Senior Engineer,1990-08-10,67854
101721,Hidefumi,Cooke,Senior Engineer,1990-08-10,40000
265345,Hiroyasu,Conry,Engineer,1990-08-10,40000
67529,Alejandro,Passino,Engineer,1990-08-10,45779
414655,Constantino,Taubman,Engineer,1990-08-09,52343
454398,Qunsheng,Braunmuhl,Staff,1990-08-09,73189
270154,Perry,Lortz,Senior Engineer,1990-08-09,46480
102609,Chaoyi,Felder,Assistant Engineer,1990-08-09,43987
26752,Deniz,Zockler,Senior Engineer,1990-08-09,40000
55498,Filipe,Heusch,Engineer,1990-08-09,40000
35790,Barry,Ramsey,Engineer,1990-08-08,40000
400957,Yakkov,Worfolk,Senior Engineer,1990-08-08,70559
36174,Saeko,Escriba,Assistant Engineer,1990-08-08,68190
255534,Kauko,Ananiadou,Senior Staff,1990-08-08,47081
245363,Ewing,Pollock,Senior Staff,1990-08-07,40000
17586,Lein,Halevi,Staff,1990-08-07,40000
79290,Mohit,Perelgut,Assistant Engineer,1990-08-07,41408
442460,Leon,Ranon,Engineer,1990-08-07,54601
458463,Ronghao,Kavraki,Senior Engineer,1990-08-07,40605
28391,Elvia,Brlek,Senior Staff,1990-08-07,40000
492468,JoAnna,Fargier,Senior Engineer,1990-08-06,52411
210205,Richard,Cronan,Staff,1990-08-06,74754
71960,Teunis,Karnin,Staff,1990-08-06,77327
10990,Shin,Foote,Technique Leader,1990-08-06,40000
200069,Chuanyi,Maraist,Staff,1990-08-06,48019
62012,Yifei,Jahnichen,Senior Engineer,1990-08-06,42775
106634,Ingmar,Rettelbach,Staff,1990-08-06,77974
281398,Randy,Poujol,Senior Engineer,1990-08-06,58121
224211,Amstein,Schreiter,Senior Engineer,1990-08-05,46610
19543,Chaitali,Perl,Senior Engineer,1990-08-05,55814
282817,Kazuhito,Kilgore,Senior Staff,1990-08-05,40000
264994,Gou,Brender,Senior Staff,1990-08-05,40000
480044,Sudhanshu,Jording,Senior Staff,1990-08-05,53868
470393,Khatoun,Botman,Staff,1990-08-04,58276
235029,Satoru,Oaver,Staff,1990-08-04,69773
26856,Kazuhiko,Cooke,Senior Engineer,1990-08-04,50395
59414,Yuping,Kolvik,Senior Staff,1990-08-03,94867
290644,Rasikan,Daescu,Senior Engineer,1990-08-03,40000
222744,Theirry,Nitsch,Senior Staff,1990-08-02,40000
445787,Conrado,Cannard,Senior Engineer,1990-08-02,40000
234998,Mayuko,Armand,Engineer,1990-08-02,46890
208354,Siamak,Boguraev,Staff,1990-08-02,56707
27958,Uno,Hasham,Senior Engineer,1990-08-02,40000
243535,Chinhyun,Chorvat,Engineer,1990-08-02,69339
223768,Mani,Stifter,Staff,1990-08-02,63956
92536,Nitsan,Rouquie,Senior Staff,1990-08-02,59854
237365,Aram,Syrzycki,Senior Engineer,1990-08-02,40000
70661,Leni,Bernardinello,Engineer,1990-08-02,42872
463147,Georgy,Terwilliger,Staff,1990-08-02,72377
29596,Geoff,Lueh,Senior Staff,1990-08-01,60429
221916,Kristine,Theuretzbacher,Engineer,1990-08-01,41600
210558,Bokyung,Sigstam,Senior Staff,1990-08-01,79255
16019,Chaoyi,Heystek,Senior Engineer,1990-08-01,40000
425775,Jahangir,Bridgland,Senior Staff,1990-08-01,50109
57990,Haldun,Buescher,Engineer,1990-08-01,40000
226587,Serap,Mitina,Staff,1990-08-01,43012
209163,Moni,Verspoor,Engineer,1990-08-01,40000
20245,Halsur,Fujisawa,Senior Engineer,1990-07-31,53786
24846,Suvo,Iwayama,Engineer,1990-07-31,40000
69166,Bernd,Chiodo,Staff,1990-07-31,45681
17487,Gully,Staudhammer,Assistant Engineer,1990-07-31,40000
224085,Uri,Klerer,Engineer,1990-07-30,40000
39534,Venkatesan,Trystram,Engineer,1990-07-30,51458
30470,Siamak,Jayawardene,Engineer,1990-07-30,63439
245202,Toshimori,Munro,Staff,1990-07-30,40000
282838,Toong,Adachi,Senior Staff,1990-07-30,58257
29361,LiMin,McDermid,Assistant Engineer,1990-07-30,40000
212141,Slavian,Leijenhorst,Staff,1990-07-30,72249
484730,Subhrajyoti,Solovay,Engineer,1990-07-30,70092
299091,Kinh,Angel,Assistant Engineer,1990-07-29,40000
77712,Hercules,Casley,Staff,1990-07-29,40000
228146,Navin,Rande,Staff,1990-07-29,67719
222430,Guoxiang,Dolinsky,Senior Engineer,1990-07-29,63252
437679,Boutros,Linares,Senior Engineer,1990-07-29,40000
25761,Hugo,Lundstrom,Senior Staff,1990-07-29,55770
257505,Eran,Conta,Staff,1990-07-28,66882
262243,Qunsheng,Buchter,Senior Staff,1990-07-28,52779
239094,Hatim,Montresor,Engineer,1990-07-28,52357
283070,Mark,Radivojevic,Staff,1990-07-28,62634
421656,Shaleah,Morton,Senior Engineer,1990-07-27,47079
432976,Duke,Demizu,Senior Staff,1990-07-27,40000
225450,Jiann,Famili,Senior Engineer,1990-07-27,62260
90519,Syozo,Rodite,Staff,1990-07-27,64927
227324,Arve,Cooley,Senior Staff,1990-07-27,40000
473719,Bader,Mattern,Senior Staff,1990-07-27,62493
240094,Maria,Daescu,Senior Staff,1990-07-26,68034
216160,Nathan,Kusakari,Assistant Engineer,1990-07-26,71625
43013,Mechthild,Petersohn,Senior Staff,1990-07-26,49759
85146,Hironobu,Nittel,Staff,1990-07-25,45149
288345,Tuval,Lamparter,Senior Staff,1990-07-25,40000
37948,Jayson,Zykh,Staff,1990-07-25,56561
89416,Mariangiola,Nitsch,Staff,1990-07-25,40000
484597,Alejandro,Barriga,Senior Engineer,1990-07-25,64710
406180,Nagui,Stamatiou,Staff,1990-07-24,51190
490204,Abdelaziz,Waymire,Senior Staff,1990-07-24,62220
69118,Irena,Lakshmanan,Staff,1990-07-24,63488
36780,Annemarie,Schnabel,Senior Engineer,1990-07-24,40000
105357,Martien,Billawala,Senior Engineer,1990-07-23,40000
269775,Kellie,Katzenelson,Senior Engineer,1990-07-23,40000
275570,Masaru,Streit,Engineer,1990-07-23,76820
481641,Miomir,Hammerschmidt,Senior Staff,1990-07-23,55263
408328,Karlis,Melton,Senior Staff,1990-07-23,75899
275194,Doowon,Shobatake,Engineer,1990-07-23,46136
239594,Radhika,Callaway,Engineer,1990-07-22,48436
240892,Charlene,Wiegley,Senior Staff,1990-07-22,60823
79010,Marsal,Pusterhofer,Assistant Engineer,1990-07-21,42814
251299,Parto,DasSarma,Senior Engineer,1990-07-21,59707
220316,Sanjoy,Backhouse,Engineer,1990-07-21,41887
226661,Kannan,Rosenbaum,Assistant Engineer,1990-07-21,40000
407671,Achilleas,Lanteri,Technique Leader,1990-07-20,57267
236938,Elgin,dAstous,Assistant Engineer,1990-07-20,70270
284538,Joydip,Leaver,Assistant Engineer,1990-07-20,40000
16806,Sreekrishna,Dayana,Senior Staff,1990-07-20,72405
428620,Yinghua,Demian,Engineer,1990-07-19,62926
472857,Xiaoqiang,Aseltine,Senior Engineer,1990-07-19,69772
243571,Zeljko,Kulisch,Engineer,1990-07-19,44301
211841,Zongyan,Arlazarov,Senior Engineer,1990-07-19,50642
263057,Shigenori,Yeung,Senior Staff,1990-07-18,40000
402606,Goh,Ozeri,Engineer,1990-07-18,40000
67653,Mabo,Rathonyi,Assistant Engineer,1990-07-18,49386
493695,Sariel,Camarinopoulos,Engineer,1990-07-18,40000
107744,Arno,Karner,Senior Staff,1990-07-18,41042
290121,Ingemar,Lieblein,Staff,1990-07-17,40000
452099,Gian,Improta,Engineer,1990-07-17,40000
45376,Mabo,Toyoshima,Senior Staff,1990-07-17,55568
468077,Mingsen,Begiun,Senior Staff,1990-07-17,40000
299909,Narain,Gunderson,Senior Staff,1990-07-17,40000
496834,Gully,Heping,Assistant Engineer,1990-07-17,40000
443571,Siddarth,Garrabrants,Senior Staff,1990-07-17,59916
106994,Becky,Penttonen,Engineer,1990-07-16,54805
103936,Chikako,Bolsens,Engineer,1990-07-16,45650
37608,Kasturi,Linnainmaa,Senior Engineer,1990-07-16,42490
458416,Lucian,Krybus,Senior Engineer,1990-07-16,40000
446391,Kauko,Camarinopoulos,Senior Engineer,1990-07-16,66772
456411,Masanao,Maraist,Staff,1990-07-15,61967
56262,Dharmaraja,Androutsos,Senior Staff,1990-07-15,52809
432804,Bluma,McDermid,Staff,1990-07-15,65010
86287,Masami,Liesche,Senior Staff,1990-07-15,86963
468291,Mohit,Avouris,Senior Staff,1990-07-15,59948
200953,Tadahiro,Lagarias,Senior Engineer,1990-07-15,40000
471960,Junichi,Cooley,Engineer,1990-07-15,48564
215713,Radhakrishnan,Engberts,Staff,1990-07-15,44365
91904,Cordelia,Penttonen,Senior Staff,1990-07-15,64913
259849,Odoardo,Prampolini,Senior Staff,1990-07-15,72036
407636,Fumino,Dulay,Staff,1990-07-15,81861
287078,Fayez,Terlouw,Engineer,1990-07-14,61814
37166,Xiaobin,Pfau,Engineer,1990-07-14,46858
454754,Bernd,Skogmar,Staff,1990-07-14,83792
488988,Izaskun,Puppe,Senior Staff,1990-07-14,78940
229571,Masanao,Pappas,Engineer,1990-07-14,49364
65280,Arun,Aloia,Engineer,1990-07-14,79785
83167,Nagui,Chachaty,Staff,1990-07-14,40000
261801,Van,Kinley,Staff,1990-07-14,46750
203247,Anoosh,Heiserman,Staff,1990-07-14,61596
213387,Jacopo,England,Engineer,1990-07-13,61176
294047,Arno,Ramsey,Senior Engineer,1990-07-13,59257
471385,Nirmal,Ratzlaff,Engineer,1990-07-13,72415
432423,Jingling,Stifter,Engineer,1990-07-13,40000
98047,Gill,Nitsche,Staff,1990-07-13,40000
77838,Shuzo,Piazza,Engineer,1990-07-13,52927
272544,Yefim,Malinowski,Senior Staff,1990-07-13,87832
212367,Khatoun,Krider,Engineer,1990-07-12,40819
91583,Dinkar,Kroft,Senior Staff,1990-07-12,66424
432087,Hidefumi,Garigliano,Technique Leader,1990-07-12,40000
97628,Xiaobin,Luck,Engineer,1990-07-12,40000
494078,Valery,McDermid,Engineer,1990-07-12,40000
208619,Gererd,Danlos,Senior Engineer,1990-07-11,46039
240344,Sarita,Koyama,Engineer,1990-07-11,40000
240208,Eishiro,Dusink,Senior Engineer,1990-07-11,71173
71220,Nadjib,Peek,Engineer,1990-07-11,57703
77349,Goncalo,Butterworth,Senior Staff,1990-07-11,40000
406192,Deniz,Tanemo,Staff,1990-07-11,40000
220932,Hinrich,Bisiani,Senior Engineer,1990-07-11,56885
457836,Yoshinari,Veeraraghavan,Engineer,1990-07-10,51862
230353,Siamak,Maierhofer,Staff,1990-07-10,67592
66019,Surveyors,Rosis,Technique Leader,1990-07-10,56619
90673,Younwoo,Hutton,Senior Engineer,1990-07-10,50787
281697,Nirmal,Rusterholz,Senior Staff,1990-07-10,55761
209544,Fumiya,Kobuchi,Senior Engineer,1990-07-09,40693
203000,Tooru,Ibel,Staff,1990-07-09,69892
252426,Poornachandra,Rijckaert,Senior Engineer,1990-07-09,40743
405294,Shigenori,Basawa,Staff,1990-07-09,82908
40592,Yucai,Gniady,Senior Staff,1990-07-09,40000
281939,Demos,Biran,Engineer,1990-07-09,77086
410698,Nishit,Piazza,Engineer,1990-07-08,40000
29513,Genki,Cusworth,Senior Engineer,1990-07-08,43835
217606,Khalid,Luit,Technique Leader,1990-07-08,40000
422511,Zijian,Zaumen,Staff,1990-07-08,80982
414086,Van,Marrakchi,Senior Engineer,1990-07-08,56459
470200,Dipankar,Rosar,Engineer,1990-07-08,40000
90895,Guenter,Lorch,Senior Engineer,1990-07-08,40156
401236,Thodoros,Reeken,Engineer,1990-07-07,66207
427176,Khue,Seuren,Engineer,1990-07-07,52040
50274,Horward,Boudaillier,Staff,1990-07-07,97022
266209,Hinrich,Erde,Senior Staff,1990-07-07,63507
491909,Emran,Iisaka,Senior Staff,1990-07-06,68226
298335,Guozhong,Ramsay,Senior Engineer,1990-07-06,49582
50309,Mostafa,Rodite,Senior Engineer,1990-07-06,40000
69084,Kazuhisa,Thisen,Senior Staff,1990-07-06,55971
60152,Uma,Bashian,Senior Staff,1990-07-06,57339
296693,Khedija,Lunn,Senior Engineer,1990-07-06,40000
48314,Mang,Chiodo,Senior Engineer,1990-07-06,51404
476309,Tsz,Vadhan,Senior Staff,1990-07-05,51732
486070,Pasqua,Diderrich,Engineer,1990-07-05,79307
97682,Alejandra,Gulik,Senior Staff,1990-07-05,41892
265293,Herbert,Hempstead,Staff,1990-07-05,79470
87269,IEEE,Etalle,Staff,1990-07-05,48145
257269,Rimon,Collette,Senior Staff,1990-07-05,77486
427010,Mingsen,Frolund,Staff,1990-07-05,70660
405888,Leucio,Alpay,Staff,1990-07-05,59958
441061,Ramalingam,Klyachko,Staff,1990-07-04,66140
58570,Suebskul,Blokdijk,Staff,1990-07-04,65513
220019,Rafael,Lamba,Staff,1990-07-04,77363
422619,Aron,Bottner,Staff,1990-07-04,75785
10768,Ishfaq,Candan,Senior Engineer,1990-07-04,65717
88378,Shaz,Rodier,Engineer,1990-07-04,40000
423272,Khun,Molenaar,Assistant Engineer,1990-07-03,64489
475856,Halsur,Champarnaud,Engineer,1990-07-03,40000
26272,Zorica,Marakhovsky,Engineer,1990-07-02,40000
69425,Kristen,Orsini,Engineer,1990-07-02,45817
426254,Jenwei,Kornyak,Engineer,1990-07-01,40000
88246,Munenori,Slobodova,Staff,1990-07-01,40000
434809,Stamatina,Peres,Engineer,1990-06-30,40000
456603,Khun,Trystram,Engineer,1990-06-30,40000
298671,Sukumar,Codenie,Engineer,1990-06-30,50847
22812,Weiru,Kemmerer,Senior Staff,1990-06-29,53399
230444,Edwin,Ghalwash,Senior Engineer,1990-06-29,40000
200714,JoAnne,Sudbeck,Senior Staff,1990-06-29,42644
45814,Zhenbing,Malabarba,Senior Staff,1990-06-29,55267
26110,Lorien,Veevers,Staff,1990-06-29,45294
200702,Mary,Eldridge,Engineer,1990-06-29,42004
105665,Tonia,Falco,Senior Staff,1990-06-29,68953
58959,Younwoo,Gecseg,Staff,1990-06-28,78003
406385,Insup,Gelosh,Senior Staff,1990-06-28,75310
461225,Insup,Birrer,Senior Staff,1990-06-28,40667
30569,Haldon,Gajiwala,Engineer,1990-06-28,47765
239641,Yannik,Eickenmeyer,Senior Engineer,1990-06-28,60357
217062,Candido,Cappello,Engineer,1990-06-28,43533
428836,Weiru,Hennings,Engineer,1990-06-28,44995
87751,Lakshmi,Frolund,Senior Staff,1990-06-28,55495
236936,Hironobu,Schusler,Senior Engineer,1990-06-27,40000
405378,Kellyn,Straney,Staff,1990-06-27,63678
413154,Patricio,McDermid,Staff,1990-06-26,40000
484641,Laurentiu,Pouyioutas,Engineer,1990-06-26,54269
447391,Sverrir,Muhlberg,Senior Staff,1990-06-26,62381
219462,Quingbo,Uludag,Senior Staff,1990-06-26,83880
36230,Khatoun,Borovoy,Senior Staff,1990-06-26,40000
213040,Rimon,Coors,Senior Engineer,1990-06-25,54828
458936,Jacqueline,Siksek,Staff,1990-06-25,62753
48376,Sreenivas,Wixon,Engineer,1990-06-25,50410
450563,Saddek,Ishibashi,Senior Engineer,1990-06-25,40000
92898,Gil,Ghazalie,Senior Staff,1990-06-25,68060
95147,Shietung,Gecsel,Engineer,1990-06-25,40000
479432,Abdelwaheb,England,Engineer,1990-06-25,65360
409738,Torsten,Hainaut,Assistant Engineer,1990-06-24,40000
52733,Supot,Atrawala,Assistant Engineer,1990-06-24,62659
271429,Mostafa,Gustavson,Senior Staff,1990-06-24,55365
105889,Constantino,Blokdijk,Staff,1990-06-24,56143
242653,Yucel,Chelton,Engineer,1990-06-24,40000
46189,Yongdong,Reistad,Staff,1990-06-24,61523
412892,Paloma,Kalorkoti,Senior Engineer,1990-06-23,53917
36620,Arno,Itzigehl,Staff,1990-06-23,87944
299658,Jaber,Schiper,Senior Staff,1990-06-23,66668
264456,Muzhong,Rando,Senior Staff,1990-06-23,44193
480587,Tonia,Trystram,Staff,1990-06-23,50350
234092,Mabry,Rusmann,Senior Engineer,1990-06-23,41062
202727,Fumiyo,Constantine,Senior Engineer,1990-06-23,57828
437129,Shuho,Suessmith,Senior Engineer,1990-06-23,40000
49758,Radoslaw,Callaway,Senior Engineer,1990-06-23,57572
208905,Chenye,Ramsey,Senior Staff,1990-06-22,100788
45566,Lena,Marsiglia,Senior Staff,1990-06-22,46112
295449,Becky,Pettis,Senior Staff,1990-06-22,54408
95470,Roddy,Gajiwala,Staff,1990-06-22,66763
426684,Neven,Sridhar,Senior Staff,1990-06-22,79470
34630,Xiaoshan,Whittlesey,Staff,1990-06-22,63282
47239,Zissis,Schaad,Engineer,1990-06-22,53575
77346,Shir,Walston,Staff,1990-06-21,54017
77847,Aron,Haumacher,Senior Engineer,1990-06-21,48607
81050,Moti,Sridhar,Engineer,1990-06-21,40000
289686,Ortrun,Rajala,Staff,1990-06-21,52696
289368,Yaghout,Zuberek,Senior Engineer,1990-06-21,64304
53712,Hidde,Bauknecht,Engineer,1990-06-20,40000
443349,Pantung,Lorch,Staff,1990-06-20,58918
101617,Serge,Maquelin,Staff,1990-06-20,61499
424997,Heekeun,Anger,Senior Engineer,1990-06-20,40000
73430,Khosrow,Beausoleil,Senior Engineer,1990-06-20,41410
88032,Urs,Serra,Staff,1990-06-20,61495
238245,Richard,Diderrich,Engineer,1990-06-20,45251
50916,Yuping,Kossowski,Assistant Engineer,1990-06-19,59064
498737,Sachin,Schaap,Staff,1990-06-19,60051
233791,Hideyuki,Zhiwei,Senior Staff,1990-06-19,53647
285223,Alois,Pusterhofer,Senior Engineer,1990-06-19,57188
278486,Aiichiro,Maraist,Senior Staff,1990-06-19,71759
412008,Irene,Bach,Senior Engineer,1990-06-18,52759
298208,Roddy,Lipner,Staff,1990-06-18,74223
260986,Dung,Cardazo,Senior Engineer,1990-06-18,55902
22520,Mokhtar,Ranka,Engineer,1990-06-18,45814
461474,King,Hammerschmidt,Staff,1990-06-17,44144
47088,Oddvar,Melski,Staff,1990-06-17,56583
200352,Yucel,Jansen,Senior Engineer,1990-06-17,44625
245889,Mohamadou,Cappelli,Engineer,1990-06-17,40000
269107,Candida,Ritzmann,Engineer,1990-06-17,60153
97694,Girolamo,Cummings,Engineer,1990-06-16,45942
430898,Kiyomitsu,Braunschweig,Senior Staff,1990-06-16,40000
100180,Ohad,Lichtner,Engineer,1990-06-16,63640
41610,Serge,Staudhammer,Engineer,1990-06-16,40000
446370,Bedrich,Sewelson,Senior Staff,1990-06-16,52375
402019,Gian,Ibel,Senior Engineer,1990-06-16,40000
260902,Mandell,Raczkowsky,Engineer,1990-06-16,57750
58727,Junichi,Rullman,Senior Engineer,1990-06-15,54576
250257,Sachio,Huttel,Engineer,1990-06-15,40000
413767,Yuuichi,Merlo,Senior Staff,1990-06-15,49949
88116,Luerbio,Butterworth,Engineer,1990-06-15,69054
251321,Licheng,Felcyn,Senior Engineer,1990-06-14,40000
103668,Remmert,Mitchem,Senior Engineer,1990-06-14,40000
444814,Perry,Detkin,Senior Engineer,1990-06-14,40000
213243,Shay,Marshall,Engineer,1990-06-14,50008
109851,Heping,Spell,Senior Staff,1990-06-14,49527
468717,Dekang,Soloway,Engineer,1990-06-14,42842
33852,Marek,Prochazka,Staff,1990-06-13,74269
499966,Mihalis,Crabtree,Senior Staff,1990-06-13,75579
210931,Fumitake,Slutz,Staff,1990-06-12,70540
482659,Zhenbing,Passino,Senior Staff,1990-06-12,48157
449139,Moni,Melton,Engineer,1990-06-12,44127
57540,Shounak,Armand,Assistant Engineer,1990-06-12,40000
73005,Sachem,Compeau,Technique Leader,1990-06-12,50521
241984,Boaz,Callaway,Senior Engineer,1990-06-12,61084
292921,Weiru,Huhdanpaa,Senior Engineer,1990-06-12,42050
273013,Taisook,Rodiger,Senior Staff,1990-06-12,47310
48772,Sanjai,Hoogerwoord,Assistant Engineer,1990-06-11,47335
12879,Baruch,Eugenio,Engineer,1990-06-11,40000
106942,Eckart,Klassen,Staff,1990-06-11,50073
95645,Sudharsan,Binkley,Senior Staff,1990-06-11,66241
203342,Uta,Wissmann,Staff,1990-06-11,66230
494392,Emdad,Ernst,Staff,1990-06-11,86130
427314,Valeska,Rando,Senior Engineer,1990-06-11,72284
96085,Shin,Leuchs,Senior Engineer,1990-06-11,55650
425865,Yechezkel,Emmart,Senior Engineer,1990-06-10,40000
100413,Mara,Schurmann,Engineer,1990-06-10,70562
213864,Marl,Isard,Staff,1990-06-10,56780
24728,Margo,Trumbly,Senior Engineer,1990-06-10,53750
459497,Phillip,Facello,Senior Engineer,1990-06-10,68823
286221,Shahaf,Figueira,Senior Staff,1990-06-10,60414
498389,Minghong,Bennis,Technique Leader,1990-06-10,61504
468686,Wuxu,Biron,Senior Engineer,1990-06-10,40000
28529,Mabo,Griswold,Senior Engineer,1990-06-09,45642
220901,Stevo,Zumaque,Engineer,1990-06-09,60143
464773,Yahiko,Leslie,Engineer,1990-06-09,77251
284582,Cullen,Gils,Senior Staff,1990-06-09,49122
289950,Sudharsan,Koshino,Staff,1990-06-08,44981
499406,Jaewoo,Murillo,Senior Staff,1990-06-08,40000
259259,Douadi,Gist,Staff,1990-06-08,54161
107554,Zvonko,Conry,Staff,1990-06-08,77044
239223,Aria,Meszaros,Engineer,1990-06-08,54471
403909,Macha,Lichtman,Senior Staff,1990-06-08,58184
448554,Sushant,Swiss,Engineer,1990-06-08,40000
23640,Leucio,Mamelak,Senior Engineer,1990-06-08,48632
456989,Jinpo,Sooriamurthi,Senior Engineer,1990-06-07,40000
449675,Ottavia,Frezza,Senior Staff,1990-06-07,40000
430461,Fan,Lichtner,Staff,1990-06-07,64209
61666,Tesuro,Vasanthakumar,Engineer,1990-06-07,40000
405139,Takahiro,Besselaar,Senior Engineer,1990-06-07,41619
221076,Richard,Prenel,Technique Leader,1990-06-07,40000
406574,Elvis,Billawala,Senior Engineer,1990-06-06,40000
98549,Prodip,Landherr,Staff,1990-06-06,54864
407279,Tran,Ibel,Staff,1990-06-05,66513
105075,Kiyotoshi,Keohane,Senior Engineer,1990-06-05,59902
37680,Shalesh,McDermid,Staff,1990-06-05,49160
223319,Ronnie,Terlouw,Senior Engineer,1990-06-05,40541
105817,Mihalis,Junot,Senior Engineer,1990-06-05,41926
299136,Weijing,Papsdorf,Engineer,1990-06-04,58047
269423,Sajjad,Kolinko,Senior Engineer,1990-06-04,57921
222470,Jaques,Velardi,Engineer,1990-06-04,50210
30454,Pradeep,Plessier,Engineer,1990-06-04,40000
200079,Candida,Riefers,Staff,1990-06-04,63691
447164,Ulises,Deverell,Senior Engineer,1990-06-04,43424
467714,Guadalupe,Kleiser,Staff,1990-06-03,51448
472426,Baocai,Markovitch,Staff,1990-06-03,49903
88358,Trygve,Salinas,Engineer,1990-06-03,63202
247118,Khaled,Panwar,Senior Engineer,1990-06-03,44592
461950,Hidefumi,Streng,Senior Engineer,1990-06-02,59691
96046,Urs,Alpin,Senior Staff,1990-06-02,40000
73841,Xiaocheng,Beznosov,Senior Staff,1990-06-02,71616
220425,Golgen,Mitchem,Senior Engineer,1990-06-02,40000
20820,Otilia,DeMori,Engineer,1990-06-02,70573
20171,Kazuhira,Murtha,Engineer,1990-06-02,57586
283153,Kwangjo,Klyachko,Senior Staff,1990-06-01,40000
418205,Navin,Schauser,Staff,1990-06-01,40000
58837,Bowen,Waleschkowski,Senior Engineer,1990-06-01,40000
270527,Hinrich,Strandh,Senior Staff,1990-05-31,60968
207762,Pohua,Bodoff,Senior Engineer,1990-05-31,41923
477652,Atreye,Koshino,Technique Leader,1990-05-31,50315
244673,Kokou,Antonakopoulos,Engineer,1990-05-31,40000
264647,Yannik,Rothenberg,Engineer,1990-05-31,54193
417206,Ramachenga,Crouzet,Staff,1990-05-30,88990
68951,Shichao,Leppanen,Engineer,1990-05-30,73533
266038,Bodh,Chinin,Engineer,1990-05-30,40000
105081,Yechezkel,Gyorkos,Senior Engineer,1990-05-30,50813
86297,Susuma,Feldmann,Technique Leader,1990-05-30,47407
276733,Sungwon,Schonegge,Senior Staff,1990-05-30,55685
259517,Tremaine,Miyakawa,Engineer,1990-05-29,40000
225105,Palash,Hempstead,Staff,1990-05-29,82772
491074,Kien,Baar,Senior Staff,1990-05-29,67630
293766,Tomoyuki,Schurmann,Staff,1990-05-29,40000
478474,Satyanarayana,Murthy,Senior Engineer,1990-05-29,70740
463317,Marco,Baar,Staff,1990-05-28,40000
485205,Yefim,Taneja,Senior Staff,1990-05-28,106305
98149,Moss,Preusig,Engineer,1990-05-28,40000
36754,Fumiko,Negoita,Engineer,1990-05-28,40000
66502,Changho,Ducloy,Senior Engineer,1990-05-28,40000
280165,Berni,Srimani,Assistant Engineer,1990-05-28,40000
90390,Marko,Kadhim,Senior Staff,1990-05-28,40000
60742,Kristen,Juneja,Senior Engineer,1990-05-28,49232
417278,Roselyn,Aamodt,Assistant Engineer,1990-05-28,40000
201645,Gino,Olano,Senior Staff,1990-05-28,78999
272254,Danel,Lambe,Staff,1990-05-27,52545
416487,Marsja,Anick,Senior Staff,1990-05-27,49913
109090,Mircea,Bale,Assistant Engineer,1990-05-27,57456
457674,Niranjan,Lindenbaum,Staff,1990-05-27,42168
69829,Akhilish,Koprowski,Engineer,1990-05-27,60061
54981,Giao,Pettis,Staff,1990-05-27,40000
488980,Vishwani,Reeker,Engineer,1990-05-26,40000
224951,Susanna,Hartvigsen,Engineer,1990-05-26,58466
56380,Shuzo,Atchley,Senior Engineer,1990-05-26,52819
475490,Piyush,Cyre,Senior Engineer,1990-05-26,57060
439371,Satoru,Pehl,Senior Engineer,1990-05-25,84501
431624,Sanjiv,Niizuma,Senior Engineer,1990-05-25,40000
435047,Danco,Hiyoshi,Senior Engineer,1990-05-25,63744
442830,Ramachenga,Ranka,Engineer,1990-05-25,40000
12341,Rasiah,Luga,Senior Engineer,1990-05-25,40000
203672,Aram,Pettis,Engineer,1990-05-25,40000
90061,Supot,Ramaiah,Assistant Engineer,1990-05-24,40000
287507,Muneo,Plump,Engineer,1990-05-24,58533
96604,Jiong,Panienski,Engineer,1990-05-24,70970
433372,Rasiah,Yemenis,Senior Staff,1990-05-24,73635
482933,Sadegh,Lubachevsky,Engineer,1990-05-24,41099
32864,Anyuan,Stifter,Staff,1990-05-24,49402
46316,Padma,Karnin,Senior Staff,1990-05-24,68015
291832,Munenori,Cappelli,Staff,1990-05-24,92732
19904,Mototsugu,Rosenbaum,Assistant Engineer,1990-05-24,44347
16397,Shimshon,Cusworth,Senior Staff,1990-05-24,66757
61453,Hyuncheol,Vanwelkenhuysen,Engineer,1990-05-23,40000
449194,Francesca,Sanella,Engineer,1990-05-23,40000
238985,Pramod,Emden,Senior Engineer,1990-05-23,40000
